Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,20,RL,7560,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,Hip,CompShg,BrkFace,Plywood,0,TA,TA,CBlock,TA,TA,No,LwQ,504,Unf,0,525,GasA,TA,Y,SBrkr,1339,0,0,1339,0,0,1,0,3,1,TA,6,Min1,0,None,Attchd,45,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,MnPrv,None,0,5,2009,COD,Abnorml,139000
21,60,RL,14215,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,VinylSd,380,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1158,GasA,Ex,Y,SBrkr,1158,1218,0,2376,0,0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,92,RFn,3,TA,TA,Y,240,154,0,0,0,0,0,None,None,0,11,2006,New,Partial,325300
24,120,RM,4224,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,Gable,CompShg,CemntBd,CmentBd,0,TA,TA,PConc,Gd,TA,No,GLQ,840,Unf,0,200,GasA,TA,Y,SBrkr,1060,0,0,1060,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,63,Unf,2,TA,TA,Y,100,110,0,0,0,0,0,None,None,0,6,2007,WD,Normal,129900
31,70,C (all),8500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,Gambrel,CompShg,BrkFace,BrkFace,0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,649,GasA,TA,N,SBrkr,649,668,0,1317,0,0,1,0,3,1,TA,6,Typ,0,None,Detchd,9,Unf,1,TA,Fa,N,0,54,172,0,0,0,0,MnPrv,None,0,7,2008,WD,Normal,40000
35,120,RL,7313,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,Hip,CompShg,MetalSd,MetalSd,246,Ex,TA,PConc,Ex,TA,No,GLQ,1153,Unf,0,408,GasA,Ex,Y,SBrkr,1561,0,0,1561,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,92,Fin,2,TA,TA,Y,203,47,0,0,0,0,0,None,None,0,8,2007,WD,Normal,277500
36,60,RL,13418,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,Gable,CompShg,VinylSd,VinylSd,132,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1117,GasA,Ex,Y,SBrkr,1132,1320,0,2452,0,0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,91,Fin,3,TA,TA,Y,113,32,0,0,0,0,0,None,None,0,9,2006,WD,Normal,309000
38,20,RL,8532,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,Hip,CompShg,Wd Sdng,Wd Sdng,650,TA,TA,CBlock,TA,TA,No,Rec,1213,Unf,0,84,GasA,Gd,Y,SBrkr,1297,0,0,1297,0,1,1,0,3,1,TA,5,Typ,1,TA,Attchd,41,Fin,2,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,10,2009,WD,Normal,153000
41,20,RL,8658,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,Gable,CompShg,Wd Sdng,Wd Sdng,101,TA,TA,CBlock,TA,TA,No,Rec,643,Unf,0,445,GasA,Ex,Y,SBrkr,1324,0,0,1324,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,52,RFn,2,TA,TA,Y,0,138,0,0,0,0,0,GdWo,None,0,12,2006,WD,Abnorml,160000
47,50,RL,12822,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Ex,TA,No,GLQ,1351,Unf,0,83,GasA,Ex,Y,SBrkr,1518,631,0,2149,1,0,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,90,RFn,2,TA,TA,Y,168,43,0,0,198,0,0,None,None,0,8,2009,WD,Abnorml,239686
48,20,FV,11096,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1632,GasA,Ex,Y,SBrkr,1656,0,0,1656,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,93,RFn,3,TA,TA,Y,0,146,0,0,0,0,0,None,None,0,7,2007,WD,Normal,249700
49,190,RM,4456,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,736,GasA,Gd,Y,SBrkr,736,716,0,1452,0,0,2,0,2,3,TA,8,Typ,0,None,None,98,None,0,None,None,N,0,0,102,0,0,0,0,None,None,0,6,2009,New,Partial,113000
51,60,RL,13869,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,Av,GLQ,182,Unf,0,612,GasA,Gd,Y,SBrkr,794,676,0,1470,0,1,2,0,3,1,TA,6,Typ,0,None,Attchd,84,Fin,2,TA,TA,Y,0,75,0,0,0,0,0,None,None,0,7,2007,WD,Normal,177000
56,20,RL,10175,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,Gable,CompShg,HdBoard,Plywood,272,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,0,935,GasA,Gd,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,51,RFn,2,TA,TA,Y,0,0,0,407,0,0,0,None,None,0,7,2008,WD,Normal,180500
58,60,RL,11645,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,860,GasA,Ex,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,91,RFn,2,TA,TA,Y,0,70,0,0,0,0,0,None,None,0,8,2006,WD,Normal,196500
59,60,RL,13682,Pave,None,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,Hip,CompShg,VinylSd,VinylSd,1031,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1410,GasA,Ex,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,93,Fin,3,TA,TA,Y,192,0,37,0,0,0,0,None,None,0,10,2006,New,Partial,438780
61,20,RL,13072,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0,217,GasA,Ex,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,Gd,5,Typ,0,None,Detchd,93,Unf,2,TA,TA,Y,0,50,0,0,0,0,0,None,None,0,5,2006,New,Partial,158000
64,70,RM,10300,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,Gable,CompShg,Stucco,Stucco,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,576,GasA,Gd,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,TA,9,Typ,0,None,Detchd,77,Unf,2,TA,TA,Y,12,11,64,0,0,0,0,GdPrv,None,0,4,2010,WD,Normal,140000
70,50,RL,15593,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,Gable,CompShg,BrkFace,AsbShng,0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,0,701,GasW,TA,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,40,Fin,2,TA,TA,Y,0,21,114,0,0,0,0,None,None,0,7,2006,WD,Normal,225000
71,20,RL,13651,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,Gable,CompShg,Plywood,Plywood,1115,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,GasA,Ex,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,60,Fin,2,TA,TA,Y,300,0,0,0,0,0,0,None,None,0,2,2007,WD,Normal,244000
76,180,RM,1596,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,Gable,CompShg,CemntBd,CmentBd,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,GasA,TA,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,TA,5,Typ,0,None,BuiltIn,60,Unf,1,TA,TA,Y,120,101,0,0,0,0,0,GdWo,None,0,11,2009,WD,Normal,91000
81,60,RL,13000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,Gable,CompShg,VinylSd,VinylSd,576,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,GasA,TA,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,55,Fin,1,TA,TA,Y,0,72,0,0,252,0,0,None,None,0,6,2009,WD,Normal,193500
82,120,RM,4500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,Hip,CompShg,VinylSd,VinylSd,443,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,GasA,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,TA,5,Typ,0,None,Attchd,85,Fin,2,TA,TA,Y,0,199,0,0,0,0,0,None,None,0,3,2006,WD,Normal,153500
83,20,RL,10206,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,468,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,GasA,Ex,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,94,RFn,3,TA,TA,Y,144,99,0,0,0,0,0,None,None,0,10,2008,WD,Normal,245000
90,20,RL,8070,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,GasA,Ex,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,None,None,98,None,0,None,None,Y,0,0,0,0,0,0,0,None,None,0,8,2007,WD,Normal,123600
94,190,C (all),7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,Hip,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,GasW,Ex,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,TA,9,Typ,1,Gd,Detchd,1,Unf,2,TA,TA,Y,0,0,0,0,99,0,0,None,None,0,11,2007,WD,Normal,133900
95,60,RL,9337,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,VinylSd,0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,0,176,GasA,Ex,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,84,RFn,2,TA,TA,Y,0,162,0,0,0,0,0,None,None,0,5,2007,WD,Normal,204750
97,20,RL,10264,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,183,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,GasA,Ex,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,86,RFn,2,TA,TA,Y,158,29,0,0,0,0,0,None,None,0,8,2006,WD,Normal,214000
98,20,RL,10921,Pave,None,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,Hip,CompShg,HdBoard,HdBoard,48,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,GasA,TA,Y,FuseF,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,52,Fin,1,TA,TA,P,120,0,0,0,0,0,0,None,None,0,5,2007,WD,Normal,94750
105,50,RM,7758,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,Gable,CompShg,Stucco,Stucco,600,TA,Fa,PConc,TA,TA,No,LwQ,224,Unf,0,816,GasA,Ex,Y,FuseF,1226,592,0,1818,0,0,1,1,4,1,TA,7,Typ,2,TA,Detchd,38,Unf,1,TA,TA,Y,0,0,0,0,184,0,0,None,None,0,6,2007,WD,Normal,169500
108,20,RM,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,TA,TA,No,ALQ,104,BLQ,169,516,GasA,Ex,Y,SBrkr,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,35,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,4,2008,WD,Partial,115000
112,80,RL,7750,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,No,GLQ,250,Unf,0,134,GasA,Ex,Y,SBrkr,774,656,0,1430,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,87,Fin,2,TA,TA,Y,180,0,0,0,0,0,0,None,None,0,4,2010,WD,Normal,180000
118,20,RL,8536,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2006,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1125,GasA,Gd,Y,SBrkr,1125,0,0,1125,0,0,1,1,2,1,TA,5,Typ,0,None,Attchd,94,Unf,2,TA,TA,Y,80,64,0,0,0,0,0,None,None,0,4,2007,New,Partial,155000
119,60,RL,12376,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,Hip,CompShg,Plywood,Plywood,0,TA,TA,PConc,Gd,TA,Mn,GLQ,1470,Unf,0,203,GasA,Gd,Y,SBrkr,1699,1523,0,3222,1,0,3,0,5,1,Gd,11,Typ,2,TA,Attchd,77,Unf,3,TA,TA,Y,367,0,0,0,0,0,0,None,None,0,5,2010,WD,Normal,320000
122,50,RM,6060,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,Gable,CompShg,AsbShng,AsbShng,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,732,GasA,Gd,Y,SBrkr,772,351,0,1123,0,0,1,0,3,1,TA,4,Typ,0,None,Detchd,66,Unf,1,TA,TA,P,0,0,140,0,0,0,0,MnPrv,None,0,6,2007,WD,Normal,100000
129,60,RL,7590,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,Gable,CompShg,VinylSd,VinylSd,266,TA,TA,CBlock,TA,TA,No,BLQ,512,Unf,0,148,GasA,TA,Y,SBrkr,660,688,0,1348,0,0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,53,RFn,2,TA,TA,Y,188,108,0,0,0,0,0,None,None,0,7,2006,WD,Normal,155000
132,60,RL,12224,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,VinylSd,40,Gd,TA,PConc,Gd,TA,No,GLQ,695,Unf,0,297,GasA,Ex,Y,SBrkr,1022,1032,0,2054,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,87,RFn,2,TA,TA,Y,24,48,0,0,0,0,0,None,None,0,7,2009,WD,Normal,244000
135,20,RL,10335,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,Gable,CompShg,Plywood,Plywood,0,TA,TA,CBlock,TA,TA,No,Rec,570,Unf,0,891,GasA,Gd,Y,SBrkr,1721,0,0,1721,0,0,2,1,3,1,TA,7,Min1,1,TA,Attchd,55,RFn,2,TA,TA,Y,0,96,180,0,0,0,0,MnPrv,None,0,7,2006,WD,Normal,180000
138,90,RL,11070,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,7,5,1988,Gable,CompShg,VinylSd,VinylSd,70,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1907,GasA,Gd,Y,SBrkr,1959,0,0,1959,0,0,3,0,5,2,TA,9,Typ,0,None,2Types,76,Unf,3,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,7,2006,WD,Family,171000
141,20,RL,10500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,TA,TA,No,ALQ,432,Unf,0,432,GasA,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,1,Po,None,98,None,0,None,None,Y,0,0,0,0,0,0,0,None,None,0,4,2010,ConLI,Normal,115000
145,90,RM,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,Gable,CompShg,HdBoard,HdBoard,336,TA,TA,CBlock,TA,TA,No,Rec,1332,Unf,0,396,GasA,TA,Y,SBrkr,1728,0,0,1728,1,0,2,0,6,2,TA,10,Typ,0,None,Detchd,50,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,11,2006,ConLI,Abnorml,125000
149,20,RL,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,120,TA,TA,PConc,Gd,TA,No,GLQ,680,Unf,0,400,GasA,Ex,Y,SBrkr,1080,0,0,1080,1,0,1,0,3,1,Gd,6,Typ,0,None,None,98,None,0,None,None,Y,0,0,0,0,0,0,0,None,None,0,4,2008,WD,Normal,141000
154,20,RL,13500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,Flat,CompShg,BrkFace,Plywood,0,TA,TA,CBlock,Gd,TA,Gd,BLQ,429,ALQ,1080,93,GasA,Gd,Y,SBrkr,1252,0,0,1252,1,0,1,0,1,1,TA,4,Typ,1,Gd,Attchd,47,RFn,2,TA,TA,Y,409,0,0,0,0,0,0,None,None,0,3,2008,WD,Normal,235000
158,60,RL,12003,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2009,Gable,CompShg,VinylSd,VinylSd,84,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,774,GasA,Ex,Y,SBrkr,774,1194,0,1968,0,0,2,1,4,1,Ex,8,Typ,1,Gd,BuiltIn,96,Fin,3,TA,TA,Y,0,75,0,0,0,0,0,None,None,0,5,2010,New,Partial,269500
163,20,RL,12182,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,226,Gd,TA,PConc,Gd,TA,Mn,BLQ,1201,Unf,0,340,GasA,Ex,Y,SBrkr,1541,0,0,1541,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,92,RFn,2,TA,TA,Y,0,70,0,0,0,0,0,None,None,0,5,2010,New,Partial,220000
167,20,RL,10708,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,Hip,CompShg,Wd Sdng,Wd Sdng,0,Gd,TA,CBlock,TA,TA,No,LwQ,379,BLQ,768,470,GasA,Ex,Y,FuseA,1867,0,0,1867,1,0,1,0,2,1,TA,7,Typ,3,Gd,Attchd,42,Fin,1,TA,TA,Y,476,0,0,0,142,0,0,GdWo,None,0,11,2009,COD,Normal,190000
178,50,RL,13650,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,Gable,CompShg,MetalSd,MetalSd,0,Gd,Gd,CBlock,TA,TA,No,ALQ,57,BLQ,441,554,GasA,Ex,Y,SBrkr,1252,668,0,1920,1,0,2,0,4,1,Gd,8,Typ,1,Gd,Attchd,45,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,7,2006,WD,Normal,172500
183,20,RL,9060,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,Hip,CompShg,Wd Sdng,Wd Sdng,98,TA,TA,PConc,None,None,None,None,0,None,0,0,GasA,Ex,Y,SBrkr,1340,0,0,1340,0,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,44,RFn,1,TA,TA,Y,116,0,0,180,0,0,0,MnPrv,None,0,6,2007,WD,Normal,120000
184,50,RM,11426,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1362,GasA,Ex,Y,SBrkr,1362,720,0,2082,0,0,2,1,3,1,Gd,6,Mod,0,None,Detchd,90,Unf,2,TA,TA,N,280,238,0,0,0,0,0,None,None,0,6,2008,WD,Normal,200000
188,50,RL,10410,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,660,GasA,Ex,Y,SBrkr,808,704,144,1656,0,0,2,1,3,1,TA,8,Min2,0,None,Detchd,7,Unf,1,Fa,Fa,N,0,0,0,140,0,0,0,MnPrv,None,0,8,2009,WD,Normal,135000
195,20,RL,7180,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,Hip,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,TA,TA,Av,ALQ,390,Unf,0,474,GasA,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,None,Detchd,76,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,5,2008,WD,Normal,127000
197,20,RL,9416,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,Hip,CompShg,CemntBd,CmentBd,205,Ex,TA,PConc,Ex,TA,No,GLQ,1126,Unf,0,600,GasA,Ex,Y,SBrkr,1726,0,0,1726,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,94,Fin,3,TA,TA,Y,171,138,0,0,266,0,0,None,None,0,9,2007,New,Partial,311872
199,75,RM,5520,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,1912,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,755,GasA,Ex,Y,SBrkr,929,929,371,2229,0,0,1,0,5,1,TA,8,Typ,0,None,None,98,None,0,None,None,Y,0,198,30,0,0,0,0,MnPrv,None,0,7,2009,WD,Abnorml,104000
201,20,RM,8546,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1121,GasA,Ex,Y,SBrkr,1121,0,0,1121,0,0,2,0,2,1,TA,5,Typ,0,None,Attchd,90,RFn,2,TA,TA,Y,132,64,0,0,0,0,0,None,None,0,3,2010,WD,Normal,140000
205,50,RM,3500,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1947,Gable,CompShg,AsbShng,AsbShng,0,TA,TA,CBlock,TA,TA,No,LwQ,312,Unf,0,408,GasA,TA,Y,SBrkr,720,564,0,1284,0,0,1,1,2,1,TA,5,Typ,0,None,Detchd,35,Unf,1,TA,TA,Y,0,35,0,0,0,0,0,MnWw,None,0,4,2009,WD,Normal,110000
207,20,RL,13673,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1962,Gable,CompShg,HdBoard,HdBoard,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,1140,GasA,TA,Y,SBrkr,1696,0,0,1696,0,0,1,1,3,1,TA,8,Min2,1,TA,Attchd,49,RFn,1,TA,TA,Y,0,30,0,0,0,0,0,None,None,0,3,2007,WD,Normal,143900
212,20,RL,10420,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,Mn,GLQ,36,Unf,0,1176,GasA,Ex,Y,SBrkr,1212,0,0,1212,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,96,RFn,2,TA,TA,Y,100,22,0,0,0,0,0,None,None,0,3,2010,WD,Normal,186000
